省份,区站号,站名
内蒙古,53420,杭锦后旗
内蒙古,53433,乌拉特前旗
内蒙古,53446,包头市
内蒙古,53455,土右旗气象局
内蒙古,53457,达拉特旗
内蒙古,53463,呼和浩特
内蒙古,53464,土默特左旗
内蒙古,53466,呼和浩特郊区站
内蒙古,53467,托克托县
内蒙古,53469,和林格尔县
内蒙古,53472,卓资
内蒙古,53475,凉城
内蒙古,53480,集宁
内蒙古,53481,察右前旗
内蒙古,53483,兴和
内蒙古,53484,丰镇
内蒙古,53512,乌海
内蒙古,53513,临河
内蒙古,53522,伊克乌素
内蒙古,53529,鄂托克旗
内蒙古,53533,杭锦旗
内蒙古,53543,东胜
内蒙古,53545,伊金霍洛旗
内蒙古,53553,准格尔旗
内蒙古,53562,清水河县
内蒙古,53644,乌审旗
内蒙古,53730,鄂托克前旗
内蒙古,53732,河南
内蒙古,54012,西乌珠穆沁
内蒙古,54024,富河
内蒙古,54026,扎鲁特
内蒙古,54027,巴林左旗
内蒙古,54031,高力板
内蒙古,54039,舍伯吐
内蒙古,54047,科左中旗
内蒙古,54102,锡林浩特
内蒙古,54113,巴林右旗
内蒙古,54115,林西县
内蒙古,54117,克什克腾旗
内蒙古,54122,阿鲁科尔沁旗
内蒙古,54132,青龙山
内蒙古,54134,开鲁
内蒙古,54135,通辽
内蒙古,54204,正镶白旗
内蒙古,54205,正蓝旗
内蒙古,54208,多伦县
内蒙古,54213,翁牛特旗
内蒙古,54214,岗子
内蒙古,54218,赤峰
内蒙古,54223,奈曼
内蒙古,54225,敖汉旗
内蒙古,54226,宝国吐
内蒙古,54231,科左后旗
内蒙古,54234,库伦
内蒙古,54305,太仆寺旗
内蒙古,54313,喀喇沁旗
内蒙古,54316,八里罕
内蒙古,54320,宁城县
宁夏,53517,石炭井
宁夏,53518,石嘴山
宁夏,53519,惠农
宁夏,53603,沙湖
宁夏,53610,贺兰
宁夏,53611,平罗
宁夏,53612,吴忠
宁夏,53614,银川
宁夏,53615,陶乐
宁夏,53617,青铜峡
宁夏,53618,永宁
宁夏,53619,灵武
宁夏,53704,中卫
宁夏,53705,中宁
宁夏,53707,兴仁
宁夏,53723,盐池
宁夏,53727,麻黄山
宁夏,53806,海原
宁夏,53810,同心
宁夏,53817,固原
宁夏,53881,韦州
宁夏,53903,西吉
宁夏,53910,六盘山
宁夏,53914,隆德
宁夏,53916,泾源
青海,52602,冷湖
青海,52707,小灶火
青海,52818,格尔木
青海,52825,诺木洪
青海,52836,都兰
青海,52854,青海湖151
青海,52856,共和
青海,52863,互助
青海,52866,西宁
青海,52868,贵德
青海,52869,湟中
青海,52875,平安
青海,52876,民和
青海,52877,化隆
青海,52908,五道梁
青海,52941,沙珠玉
青海,52943,兴海
青海,52955,贵南
青海,52957,同德
青海,52963,尖扎
青海,52968,泽库
青海,52972,循化
青海,52974,同仁
青海,56004,沱沱河
青海,56016,治多
青海,56018,杂多
青海,56021,曲麻莱
青海,56029,玉树
青海,56033,玛多
青海,56034,清水河
青海,56043,玛沁
青海,56045,甘德
青海,56046,达日
青海,56065,河南
青海,56067,久治
青海,56125,囊谦
青海,56151,班玛
山东,54709,武城
山东,54712,临邑
山东,54714,德州
山东,54715,陵县
山东,54716,宁津
山东,54722,无棣
山东,54723,阳信
山东,54724,商河
山东,54725,惠民
山东,54726,乐陵
山东,54727,章丘
山东,54728,庆云
山东,54729,高青
山东,54734,滨州
山东,54736,东营
山东,54744,垦利
山东,54749,莱州
山东,54751,长岛
山东,54752,蓬莱
山东,54753,龙口
山东,54755,招远
山东,54759,栖霞
山东,54764,福山
山东,54765,烟台
山东,54776,成山头
山东,54777,文登
山东,54802,临清
山东,54806,聊城
山东,54807,阳谷
山东,54808,莘县
山东,54812,齐河
山东,54814,茌平
山东,54815,东阿
山东,54816,长清
山东,54818,平阴
山东,54819,肥城
山东,54821,济阳
山东,54822,邹平
山东,54823,济南
山东,54824,淄川
山东,54825,博山
山东,54826,泰山
山东,54827,泰安
山东,54828,莱芜
山东,54829,周村
山东,54830,淄博
山东,54831,青州
山东,54832,寿光
山东,54833,桓台
山东,54834,临淄
山东,54835,临朐
山东,54836,沂源
山东,54837,昌乐
山东,54841,昌邑
山东,54842,平度
山东,54843,潍坊
山东,54844,安丘
山东,54846,高密
山东,54848,诸城
山东,54849,胶州
山东,54851,莱西
山东,54852,莱阳
山东,54853,崂山
山东,54855,即墨
山东,54857,青岛
山东,54861,乳山
山东,54863,海阳
山东,54871,石岛
山东,54904,鄄城
山东,54905,郓城
山东,54906,菏泽
山东,54907,鱼台
山东,54908,东明
山东,54909,定陶
山东,54910,梁山
山东,54911,东平
山东,54912,汶上
山东,54913,宁阳
山东,54914,巨野
山东,54915,济宁
山东,54916,兖州
山东,54917,金乡
山东,54918,曲阜
山东,54919,邹城
山东,54920,泗水
山东,54921,嘉祥
山东,54922,新泰
山东,54923,蒙阴
山东,54925,平邑
山东,54927,滕州
山东,54929,费县
山东,54932,沂水
山东,54935,沂南
山东,54936,莒县
山东,54938,临沂
山东,54939,莒南
山东,54940,五莲
山东,54943,黄岛
山东,54945,日照
山东,58002,曹县
山东,58003,成武
山东,58011,单县
山东,58020,微山
山东,58021,薛城
山东,58022,峄城
山东,58024,枣庄
山东,58025,台儿庄
山东,58030,苍山
山东,58032,临沭
山西,53478,右玉
山西,53486,阳高
山西,53487,大同
山西,53488,大同县
山西,53490,天镇
山西,53564,河曲
山西,53565,偏关
山西,53573,左云
山西,53574,平鲁
山西,53575,神池
山西,53576,山阴
山西,53577,宁武
山西,53578,朔州
山西,53579,代县
山西,53582,浑源
山西,53584,应县
山西,53585,繁峙
山西,53588,五台山
山西,53590,广灵
山西,53594,灵丘
山西,53659,临县
山西,53660,保德
山西,53662,岢岚
山西,53663,五寨
山西,53664,兴县
山西,53665,岚县
山西,53666,静乐
山西,53669,娄烦
山西,53673,原平
山西,53674,忻府区
山西,53676,定襄
山西,53677,尖草坪
山西,53678,阳曲
山西,53679,小店区
山西,53681,五台县豆村
山西,53685,盂县
山西,53687,平定
山西,53753,柳林
山西,53759,石楼
山西,53760,方山
山西,53763,古交
山西,53764,离石
山西,53767,中阳
山西,53768,孝义
山西,53769,汾阳
山西,53770,祁县
山西,53771,文水
山西,53772,太原
山西,53774,清徐
山西,53775,太谷
山西,53776,榆次
山西,53777,交城
山西,53778,平遥
山西,53780,寿阳
山西,53782,阳泉
山西,53783,昔阳
山西,53786,左权
山西,53787,榆社
山西,53788,和顺
山西,53852,永和
山西,53853,隰县
山西,53856,大宁
山西,53859,吉县
山西,53860,交口
山西,53861,襄汾
山西,53862,灵石
山西,53863,介休
山西,53864,蒲县
山西,53865,汾西
山西,53866,洪洞
山西,53868,临汾
山西,53869,霍州
山西,53871,武乡
山西,53872,沁县
山西,53873,长子
山西,53874,古县
山西,53875,沁源
山西,53877,安泽
山西,53878,黎城
山西,53879,屯留
山西,53880,潞城
山西,53882,长治
山西,53884,襄垣
山西,53885,壶关
山西,53888,平顺
山西,53953,乡宁
山西,53954,稷山
山西,53956,万荣
山西,53957,河津
山西,53958,临猗
山西,53959,盐湖
山西,53961,曲沃
山西,53962,翼城
山西,53963,侯马
山西,53964,新绛
山西,53965,绛县
山西,53966,浮山
山西,53967,闻喜
山西,53968,垣曲
山西,53970,沁水
山西,53973,高平
山西,53975,阳城
山西,53976,晋城
山西,53981,陵川
山西,57052,永济
山西,57053,芮城
山西,57060,夏县
山西,57061,平陆
陕西,53567,府谷
陕西,53646,榆林
陕西,53651,神木
陕西,53658,佳县
陕西,53725,定边
陕西,53735,靖边
陕西,53738,吴旗
陕西,53740,横山
陕西,53748,子长
陕西,53750,米脂
陕西,53751,子洲
陕西,53754,绥德
陕西,53756,吴堡
陕西,53757,清涧
陕西,53832,志丹
陕西,53841,安塞
陕西,53848,甘泉
陕西,53850,延川
陕西,53854,延长
陕西,53857,宜川
陕西,53929,长武
陕西,53931,富县
陕西,53938,旬邑
陕西,53941,白水
陕西,53942,洛川
陕西,53944,黄陵
陕西,53945,宜君
陕西,53946,黄龙
陕西,53947,铜川
陕西,53948,蒲城
陕西,53949,澄城
陕西,53950,合阳
陕西,57003,陇县
陕西,57016,宝鸡
陕西,57020,宝鸡县
陕西,57021,千阳
陕西,57022,麟游
陕西,57023,彬县
陕西,57024,岐山
陕西,57025,凤翔
陕西,57026,扶风
陕西,57027,眉县
陕西,57028,太白
陕西,57029,礼泉
陕西,57030,永寿
陕西,57031,淳化
陕西,57033,泾阳
陕西,57034,武功
陕西,57035,乾县
陕西,57037,耀县
陕西,57038,兴平
陕西,57041,三原
陕西,57042,富平
陕西,57043,大荔
陕西,57045,渭南
陕西,57046,华山
陕西,57048,秦都
陕西,57054,潼关
陕西,57055,华阴
陕西,57057,洛南
陕西,57106,略阳
陕西,57113,凤县
陕西,57119,勉县
陕西,57123,杨凌
陕西,57124,留坝
陕西,57127,汉中
陕西,57128,城固
陕西,57131,泾河
陕西,57134,佛坪
陕西,57137,宁陕
陕西,57140,柞水
陕西,57143,商县
陕西,57144,镇安
陕西,57153,丹凤
陕西,57154,商南
陕西,57155,山阳
陕西,57211,宁强
陕西,57213,南郑
陕西,57231,紫阳
陕西,57232,石泉
陕西,57233,汉阴
陕西,57238,镇巴
陕西,57242,旬阳
陕西,57245,安康
陕西,57247,岚皋
陕西,57248,平利
陕西,57254,白河
陕西,57343,镇坪
上海,58361,闵行
上海,58362,宝山
上海,58365,嘉定
上海,58366,崇明
上海,58367,徐家汇
上海,58369,南汇
上海,58370,浦东
上海,58460,金山
上海,58461,青浦
上海,58462,松江
上海,58463,奉贤
四川,56038,石渠
四川,56079,若尔盖
四川,56097,九寨沟
四川,56144,德格
四川,56146,甘孜
四川,56147,白玉
四川,56152,色达
四川,56158,炉霍
四川,56164,壤塘
四川,56167,道孚
四川,56168,金川
四川,56171,阿坝
四川,56172,马尔康
四川,56173,红原
四川,56178,小金
四川,56180,茂县
四川,56181,崇州
四川,56182,松潘
四川,56183,汶川
四川,56184,理县
四川,56185,黑水
四川,56186,绵竹
四川,56187,温江
四川,56188,都江堰
四川,56189,彭州
四川,56197,什邡
四川,56198,德阳
四川,56199,中江
四川,56247,巴塘
四川,56251,新龙
四川,56257,理塘
四川,56263,丹巴
四川,56267,雅江
四川,56272,郫县
四川,56273,宝兴
四川,56276,新津
四川,56278,天全
四川,56279,芦山
四川,56280,名山
四川,56281,蒲江
四川,56284,邛崃
四川,56285,大邑
四川,56286,龙泉驿
四川,56288,双流
四川,56289,彭山
四川,56290,新都
四川,56296,金堂
四川,56297,仁寿
四川,56298,资阳
四川,56357,稻城
四川,56371,泸定
四川,56373,荥经
四川,56374,康定
四川,56376,汉源
四川,56378,石棉
四川,56380,洪雅
四川,56381,丹棱
四川,56382,夹江
四川,56383,青神
四川,56384,峨眉
四川,56385,峨眉山
四川,56386,乐山
四川,56387,峨边
四川,56389,犍为
四川,56390,井研
四川,56391,眉山
四川,56393,资中
四川,56394,荣县
四川,56395,威远
四川,56396,自贡
四川,56399,富顺
四川,56441,得荣
四川,56443,乡城
四川,56459,木里
四川,56462,九龙
四川,56473,甘洛
四川,56474,冕宁
四川,56475,越西
四川,56478,喜德
四川,56479,昭觉
四川,56480,马边
四川,56485,雷波
四川,56487,美姑
四川,56490,沐川
四川,56491,宜宾县
四川,56492,宜宾
四川,56493,南溪
四川,56494,屏山
四川,56496,兴文
四川,56498,筠连
四川,56499,珙县
四川,56565,盐源
四川,56569,德昌
四川,56571,西昌
四川,56575,普格
四川,56578,宁南
四川,56580,布拖
四川,56584,金阳
四川,56592,高县
四川,56593,长宁
四川,56665,盐边
四川,56666,攀枝花
四川,56670,米易
四川,56671,会理
四川,56674,仁和
四川,56675,会东
四川,57204,青川
四川,57206,广元
四川,57208,剑阁
四川,57216,南江
四川,57217,旺苍
四川,57237,万源
四川,57303,苍溪
四川,57306,阆中
四川,57307,三台
四川,57308,盐亭
四川,57309,西充
四川,57313,巴中
四川,57314,南部
四川,57315,仪陇
四川,57317,蓬安
四川,57318,营山
四川,57320,通江
四川,57324,平昌
四川,57326,宣汉
四川,57328,达川
四川,57329,开江
四川,57401,射洪
四川,57402,蓬溪
四川,57405,遂宁
四川,57407,乐至
四川,57408,安岳
四川,57411,高坪
四川,57413,渠县
四川,57414,岳池
四川,57415,广安
四川,57416,邻水
四川,57417,武胜
四川,57420,大竹
四川,57503,东兴区
四川,57507,隆昌
四川,57508,泸县
四川,57600,江安
四川,57603,合江
四川,57608,叙永
天津,54428,蓟县
天津,54523,武清
天津,54525,宝坻
天津,54526,东丽区
天津,54527,天津
天津,54528,北辰区
天津,54529,宁河
天津,54530,汉沽区
天津,54619,静海
天津,54622,津南区
天津,54623,塘沽
天津,54645,大港
西藏,55228,狮泉河
西藏,55248,改则
西藏,55299,那曲
西藏,55437,普兰
西藏,55493,当雄
西藏,55569,拉孜
西藏,55572,南木林
西藏,55593,墨竹工卡
西藏,55597,琼结
西藏,55598,泽当
西藏,55655,聂拉木
西藏,55664,定日
西藏,55680,江孜
西藏,56116,丁青
西藏,56128,类乌齐
西藏,56137,昌都
西藏,56223,洛隆
西藏,56227,波密
西藏,56228,八宿
西藏,56312,林芝
西藏,56317,米林
西藏,56331,左贡
西藏,56434,察隅
新疆,51053,哈巴河
新疆,51058,阿克达拉
新疆,51060,布尔津
新疆,51068,福海
新疆,51076,阿勒泰
新疆,51087,富蕴
新疆,51133,塔城
新疆,51137,裕民
新疆,51145,额敏
新疆,51156,和布克赛尔
新疆,51232,阿拉山口
新疆,51238,博乐
新疆,51241,托里
新疆,51243,克拉玛依
新疆,51334,精河
新疆,51357,沙湾
新疆,51359,玛纳斯
新疆,51367,呼图壁
新疆,51368,昌吉
新疆,51369,米泉
新疆,51377,阜康
新疆,51378,吉木萨尔
新疆,51468,天山大西沟
新疆,51469,乌鲁木齐牧试站
新疆,51470,天池
新疆,51477,达坂城
新疆,51482,木垒
新疆,51526,库米什
新疆,51542,巴音布鲁克
新疆,51567,焉耆
新疆,51571,托克逊
新疆,51572,吐鲁番东坎
新疆,51573,吐鲁番
新疆,51627,乌什
新疆,51628,阿克苏
新疆,51636,新和
新疆,51639,沙雅
新疆,51656,库尔勒
新疆,51704,阿图什
新疆,51705,乌恰
新疆,51707,伽师
新疆,51709,喀什
新疆,51717,岳普湖
新疆,51720,柯坪
新疆,51722,阿瓦提
新疆,51730,阿拉尔
新疆,51747,塔中
新疆,51765,铁干里克
新疆,51802,英吉沙
新疆,51810,麦盖提
新疆,51811,莎车
新疆,51814,叶城
新疆,51815,泽普
新疆,51818,皮山
新疆,51826,策勒
新疆,51827,墨玉
新疆,51828,和田
新疆,51829,洛浦
新疆,51839,民丰
新疆,51855,且末
新疆,51931,于田
新疆,52101,巴里坤
新疆,52112,淖毛湖
新疆,52118,伊吾
新疆,52203,哈密
新疆,52313,红柳河
云南,56444,德钦
云南,56483,绥江
云南,56489,永善
云南,56497,盐津
云南,56533,贡山
云南,56543,香格里拉
云南,56548,维西
云南,56567,宁蒗
云南,56582,大关
云南,56585,鲁甸
云南,56586,昭通
云南,56594,彝良
云南,56595,镇雄
云南,56596,威信
云南,56641,福贡
云南,56643,六库
云南,56645,兰坪
云南,56646,剑川
云南,56649,洱源
云南,56651,丽江
云南,56652,永胜
云南,56654,鹤庆
云南,56664,华坪
云南,56669,永仁
云南,56673,巧家
云南,56684,会泽
云南,56688,东川
云南,56697,宣威
云南,56739,腾冲
云南,56742,云龙
云南,56745,漾濞
云南,56746,永平
云南,56748,保山
云南,56751,大理
云南,56752,宾川
云南,56755,弥渡
云南,56757,巍山
云南,56761,大姚
云南,56764,姚安
云南,56766,牟定
云南,56767,南华
云南,56772,富民
云南,56774,武定
云南,56777,禄丰
云南,56778,昆明
云南,56782,马龙
云南,56783,曲靖
云南,56785,嵩明
云南,56790,富源
云南,56835,陇川
云南,56836,盈江
云南,56839,镇康
云南,56840,粱河
云南,56841,龙陵
云南,56842,施甸
云南,56843,昌宁
云南,56844,芒市
云南,56846,凤庆
云南,56849,永德
云南,56851,南涧
云南,56854,云县
云南,56856,景东
云南,56862,双柏
云南,56863,安宁
云南,56867,镇沅
云南,56869,新平
云南,56870,易门
云南,56871,晋宁
云南,56873,澄江
云南,56875,玉溪
云南,56876,江川
云南,56878,通海
云南,56879,华宁
云南,56880,宜良
云南,56881,石林
云南,56882,呈贡
云南,56883,师宗
云南,56885,弥勒
云南,56886,泸西
云南,56889,丘北
云南,56891,罗平
云南,56898,峨山
云南,56944,沧源
云南,56946,耿马
云南,56948,西盟
云南,56949,孟连
云南,56950,双江
云南,56951,临沧
云南,56952,景谷
云南,56954,澜沧
云南,56958,勐海
云南,56962,墨江
云南,56964,思茅
云南,56966,元江
云南,56969,勐腊
云南,56970,石屏
云南,56975,红河
云南,56976,元阳
云南,56977,江城
云南,56978,绿春
云南,56982,开远
云南,56984,个旧
云南,56987,金平
云南,56991,砚山
云南,56992,西畴
云南,56994,文山
云南,56995,马关
云南,59007,广南
云南,59205,富宁
浙江,58443,长兴
浙江,58446,安吉
浙江,58448,临安
浙江,58449,富阳
浙江,58450,湖州
浙江,58451,嘉善
浙江,58452,嘉兴
浙江,58453,绍兴
浙江,58454,德清
浙江,58455,海宁
浙江,58456,桐乡
浙江,58457,杭州
浙江,58458,海盐
浙江,58459,萧山
浙江,58464,平湖
浙江,58467,慈溪
浙江,58468,余姚
浙江,58472,嵊泗
浙江,58477,定海
浙江,58484,岱山
浙江,58537,开化
浙江,58542,桐庐
浙江,58543,淳安
浙江,58544,建德
浙江,58546,浦江
浙江,58547,龙游
浙江,58548,兰溪
浙江,58549,金华
浙江,58550,诸暨
浙江,58553,上虞
浙江,58555,新昌
浙江,58556,嵊州
浙江,58557,义乌
浙江,58558,东阳
浙江,58559,天台
浙江,58560,磐安
浙江,58561,镇海
浙江,58562,鄞州
浙江,58563,北仑
浙江,58565,奉化
浙江,58566,象山
浙江,58567,宁海
浙江,58568,三门
浙江,58569,石浦
浙江,58570,普陀
浙江,58631,常山
浙江,58632,江山
浙江,58642,武义
浙江,58643,永康
浙江,58644,遂昌
浙江,58646,丽水
浙江,58647,龙泉
浙江,58652,仙居
浙江,58654,缙云
浙江,58656,乐清
浙江,58657,青田
浙江,58658,永嘉
浙江,58659,温州
浙江,58660,临海
浙江,58664,温岭
浙江,58665,洪家
浙江,58666,大陈
浙江,58667,玉环
浙江,58742,云和
浙江,58745,庆元
浙江,58746,泰顺
浙江,58750,文成
浙江,58751,平阳
浙江,58752,瑞安
浙江,58648,景宁
重庆,57333,城口
重庆,57338,开县
重庆,57339,云阳
重庆,57345,巫溪
重庆,57348,奉节
重庆,57349,巫山
重庆,57409,潼南
重庆,57425,垫江
重庆,57431,天城
重庆,57432,万州
重庆,57437,忠县
重庆,57438,石柱
重庆,57502,大足
重庆,57505,荣昌
重庆,57506,永川
重庆,57509,万盛
重庆,57510,铜梁
重庆,57511,北碚
重庆,57512,合川
重庆,57513,渝北
重庆,57514,璧山
重庆,57516,沙坪坝
重庆,57517,江津
重庆,57518,巴南
重庆,57519,南川
重庆,57520,长寿
重庆,57523,丰都
重庆,57525,武隆
重庆,57536,黔江
重庆,57537,彭水
重庆,57612,綦江
重庆,57633,酉阳
重庆,57635,秀山
极地,89573,南极中山
极地,89058,南极长城
